restaurant_city,latitude,longitude
Cupertino,37.3228934,-122.0322895
Burlingame,37.5841026,-122.3660825
Orange,33.7500378,-117.8704931
Glendale,34.1469416,-118.2478471
Santa Cruz,37.050096,-121.9905908
Carlsbad,33.1580933,-117.3505966
Redondo Beach,33.8455911,-118.3886766
Campbell,37.2870626,-121.9448818
South San Francisco,37.6535403,-122.4168664
San Carlos,37.504936,-122.2618236
Sherman Oaks,34.1508718,-118.4489865
Daly City,37.6904826,-122.4726708
Pleasanton,37.6624312,-121.8746789
Arcadia,34.1362075,-118.0401497
Garden Grove,33.7746292,-117.9463717
Monterey,36.2231079,-121.3877428
San Gabriel,34.0990733,-118.1085682
Riverside,33.9533546,-117.3961623
Alhambra,34.093042,-118.12706
Westminster,33.7578725,-117.9859054
Healdsburg,38.6298355,-122.85900211842105
Hayward,37.6688205,-122.080796
Palm Springs,33.772179449999996,-116.49529769785079
Petaluma,38.270022,-122.60612241304348
Fullerton,33.8708215,-117.9294165
Studio City,34.1483989,-118.3961877
Manhattan Beach,33.8915985,-118.3951241
San Luis Obispo,35.3540209,-120.3757163
San Bruno,37.6261715,-122.4332435
Sonoma,38.5110803,-122.8473388
Menlo Park,37.4519671,-122.1779927
Davis,38.545379,-121.7445835
Concord,37.9768525,-122.0335624
Venice,33.988334949999995,-118.46152716615018
Los Gatos,37.226611,-121.9746797
Dublin,37.7021521,-121.9357918
North Hollywood,34.1729044,-118.3740371
Temecula,33.4946353,-117.1473661
Gardena,33.8963593,-118.3053037
Monterey Park,34.051522,-118.129807
Emeryville,37.8314089,-122.2865266
Los Altos,37.3790629,-122.116578
Laguna Beach,33.5426975,-117.785366
San Rafael,37.9735346,-122.5310874
Encinitas,33.0369867,-117.2919818
Brea,33.9170444,-117.888855
South Lake Tahoe,38.9332411,-119.9843482
Palm Desert,33.74079965,-116.36936983394352
Fountain Valley,33.7038145,-117.9627349
Rowland Heights,33.9761238,-117.905339
Belmont,37.5164926,-122.2941914
Livermore,37.6820583,-121.7680531
Roseville,38.7521235,-121.2880059
Fresno,36.7394421,-119.7848307
El Segundo,33.917028,-118.4156337
Buena Park,33.870413,-117.9962165
Hermosa Beach,33.86428,-118.39591
Hollywood,34.0980031,-118.329523
Vacaville,38.3565773,-121.9877444
Union City,37.5963232,-122.0816297
Newark,37.5296593,-122.0402399
San Leandro,37.7249296,-122.1560768
Woodland Hills,34.1684364,-118.6058382
Fairfield,38.2493581,-122.039966
Cerritos,33.8644291,-118.0539323
Lake Forest,33.6469261,-117.6859213
Van Nuys,34.1866193,-118.4486669
Pleasant Hill,37.9479786,-122.0607963
Sausalito,37.8590272,-122.4854694
San Ramon,37.7648021,-121.9544387
Northridge,34.2345615,-118.5369316
Millbrae,37.598958,-122.4009419
Danville,37.8215929,-121.9999606
Marina Del Rey,33.9776848,-118.4486479
Carmel,38.75511285,-121.35330894827251
Rancho Cucamonga,34.1033192,-117.5751735
Goleta,34.4358295,-119.8276389
Pacifica,37.6138253,-122.4869194
Chula Vista,32.6400541,-117.0841955
Encino,34.1591324,-118.5016166
Rosemead,34.0676169,-118.0879763
San Clemente,33.4270275,-117.6124179
Mill Valley,37.9060368,-122.5449763
Albany,37.88687,-122.2977475
Oceanside,33.1958696,-117.3794834
Paso Robles,35.6267654,-120.6912456
Half Moon Bay,37.4635519,-122.428586
Solana Beach,32.9905597,-117.2691316
Malibu,34.035591,-118.689423
Foster City,37.5600336,-122.2688522
Mammoth Lakes,37.6432525,-118.9668509
Richmond,37.9357576,-122.3477486
San Marcos,33.1433723,-117.1661449
Thousand Oaks,34.17142715,
Corona,33.8752945,-117.5664449
Valencia,34.413819,-118.5610378
Monrovia,34.1483499,-118.0014517
Del Mar,32.9594891,-117.2653146
Inglewood,33.9562003,-118.353132
Chino Hills,33.9926803,-117.760056
Canoga Park,34.1909828,-118.5961783
Coronado,32.6915199,-117.1766947
Saratoga,37.2638324,-122.0230146
Calistoga,38.5787966,-122.5797054
Artesia,33.8690197,-118.0796195
Pomona,34.0553813,-117.7517496
Lafayette,37.8857582,-122.1180201
Truckee,39.327962,-120.1832533
Dana Point,33.4669721,-117.6981075
Saint Helena,38.5052288,-122.4700424
Laguna Hills,33.5948758,-117.6882067
Ontario,50.000678,-86.000977
Carson,33.8322043,-118.2517547
Gilroy,37.0065078,-121.5631723
Redlands,34.055735,-117.1888961
South Pasadena,34.1133062,-118.1478291
Stanford,37.426540700000004,-122.17029258409187
Yountville,38.4022008,-122.3595063
Lakewood,33.8503463,-118.1171914
Camarillo,34.2176371,-119.0383541
Glendora,34.1361187,-117.865339
Solvang,34.5958572,-120.1390894
Seal Beach,33.7423967,-118.1055926
Hacienda Heights,33.9930677,-117.968675
Escondido,33.1216751,-117.0814849
Avalon,33.34221,-118.3272612
El Monte,34.0751571,-118.036849
Hawthorne,33.9188589,-118.3483256
Montebello,34.0159398,-118.111975
Big Bear Lake,34.2440587,-116.9101808
Claremont,34.0966764,-117.7197785
Cypress,33.8248235,-118.0399368
Tarzana,34.1688075,-118.5361198
City of Industry,40.7630341,-111.8848752
Capitola,36.9762927,-121.9540577
Fort Bragg,39.4534731,-123.81491141575003
Sebastopol,38.3845125,-122.8332501583744
Calabasas,34.1446643,-118.6440973
Mendocino,39.3176491,-123.4126399
Downey,33.942215,-118.1235646
Rancho Mirage,33.770859,-116.42687402345575
Rancho Palos Verdes,33.7483311,-118.3707683
Pismo Beach,33.7312058,-117.7697509
Aptos,36.993645,-121.89194984597702
Placentia,33.8714814,-117.8617337
St Helena,38.5052288,-122.4700424
Corona Del Mar,33.5995916,-117.8737398
Pacific Palisades,34.0480643,-118.5264706
Rancho Santa Margarita,33.6408845,-117.6029341
Marina del Rey,33.9776848,-118.4486479
Morro Bay,35.3658075,-120.8499013
Colma,37.6766821,-122.4596031
Larkspur,37.9340915,-122.5352539
Guerneville,38.5017085,-122.9959133
Los Alamitos,33.8038865,-118.0772433
Corte Madera,37.9254806,-122.5274755
Simi Valley,34.2677404,-118.7538071
Brisbane,37.687165,-122.4027942
National City,32.6781085,-117.0991967
Lomita,33.8036545,-118.3195014
Lawndale,33.8885217,-118.3531991
Ojai,34.4480495,-119.242889
Pacific Grove,36.6211374,-121.91779
San Juan Capistrano,33.5016932,-117.6625509
Cabazon,33.9090305,-116.77953445075823
Newhall,34.3798765,-118.5291917
Yosemite National Park,37.84054795,-119.51658779802511
Los Olivos,34.6677646,-120.114847
Valley Village,34.1637147,-118.3965758
Universal City,34.1412229,-118.3581941
Rutherford,53.4184339,-113.528997
Tiburon,37.8734371,-122.4566122
Big Sur,36.270241,-121.8074545
Auburn,38.8945939,-121.0739897
Geyserville,38.707687,-122.9024964
Toluca Lake,34.1521688,-118.3571417
Reseda,34.2000784,-118.5369884
Glen Ellen,38.355533,-122.53907290000001
Indio,33.743764999999996,-116.22331524966393
Bellflower,33.8825705,-118.1167679
St. Helena,38.5052288,-122.4700424
Agoura Hills,34.14791,-118.7657042
Playa Del Rey,33.9541453,-118.4388067
Stanton,33.79410005,-117.99510059728792
Julian,33.078597,-116.6023154
Woodside,37.4299388,-122.2538557
Westwood,34.0561207,-118.4306347
Tahoe City,39.1689372,-120.1434787
Orange County,33.7500378,-117.8704931
Templeton,35.5496939,-120.7060049
West Los Angeles,34.0463986,-118.448135
Moreno Valley,33.937517,-117.2305944
Buellton,34.6134727,-120.1936692
La Canada Flintridge,34.1998302,-118.2005236
Altadena,34.1863161,-118.1352329
Point Reyes Station,38.0690895,-122.8069356
Pebble Beach,36.5672414,-121.9442134
Pescadero,37.2516018,-122.3821927
Bishop,37.363679,-118.3952405
Newport Coast,33.5963719,-117.8268219
Philo,39.0657324,-123.4450093
Kenwood,38.4138005,-122.5460935
East Palo Alto,37.4688273,-122.1410751
Cayucos,35.4427512,-120.8921254
Oakville,43.447436,-79.666672
Eagle Rock,34.1390325,-118.2140958
Pico Rivera,33.9830688,-118.096735
Forestville,48.739437,-69.088211
Westchester,33.9597349,-118.4006322
Stinson Beach,37.9008084,-122.6450801
Marina,36.6900986,-121.80062933026213
Sunset Beach,33.7179231,-118.0706056
City Of Industry,40.7630341,-111.8848752
Carmel by the Sea,36.5552387,-121.9232879
Compton,33.894927,-118.226624
San Simeon,35.6133158,-121.1442346
Avila Beach,35.1799752,-120.731841
Moorpark,34.285558,-118.8820414
Century City,34.0573589,-118.4146078
Topanga,34.0908579,-118.5972512
San Marino,34.1215947,-118.1057394
Carmel-by-the-Sea,36.5552387,-121.9232879
Isla Vista,34.4115125,-119.8562131
Boulder Creek,37.1379925,-122.12194488828125
Moss Beach,37.52011950000001,-122.5096690223618
Marshall,38.1604766,-122.8941619
Sierra Madre,34.1616729,-118.0528456
Moss Landing,36.8035837,-121.78627115469712
Kettleman City,36.008937,-119.96268016861069
Winnetka,34.1974485,-118.5710059
Belvedere Tiburon,37.8771208,-122.4616696
Lee Vining,37.9574254,-119.1218156
Clayton,37.9410341,-121.9357925
Coalinga,36.139678,-120.3601496
Yosemite,37.84054795,-119.51658779802511
Baker,35.0421963,-117.6675604
Wrightwood,34.3608341,-117.633388
Granite Bay,38.7632346,-121.1638361
Kirkwood,38.690863,-120.0545120325384
Corona del Mar,33.5995916,-117.8737398
Carnelian Bay,39.2270008,-120.0812364
Freestone,38.3724152,-122.9155516
Gustine,37.2577171,-120.9988154
Muir Beach,37.866133000000005,-122.589882612626
Silver Lake,34.0896518,-118.2693735
Redondo,33.8448221,-118.3829065
Graton,38.438618500000004,-122.86569767534337
Ocean Beach,32.7448067,-117.2476067
Bell,33.9747806,-118.1866361
Point Loma,32.7265255,-117.2444542
Carmel By The Sea,36.5552387,-121.9232879
Montara Beach,37.5494205,-122.49354100463822
